	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.004	0
GEN_INTER_FORC_TXTYTZ	0.015625	0.014	0
Metafor	12.9219	12.28	11.9062
ObjectiveFunction	0	0	0
ValuesManager	0.078125	0.121	0.078125
buildK_TXTYTZ	0	0.01	0
contactDetection	0	0.006	0
prepro	1.1875	4.103	1.89062
saveFacs	0.015625	0.004	0.03125
solveK_TXTYTZ	0	0.001	0
steps	0.671875	0.536	0.71875
