	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.003	0.03125
GEN_INTER_FORC_TXTYTZ	0	0.015	0
Metafor	13.0312	26.993	12.9375
ObjectiveFunction	0	0	0
ValuesManager	0.046875	0.299	0.109375
buildK_TXTYTZ	0	0.016	0
contactDetection	0.015625	0.002	0
prepro	1.90625	19.305	3.17188
saveFacs	0.015625	0.004	0.015625
solveK_TXTYTZ	0	0	0
steps	0.6875	0.496	0.546875
