	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.005	0
GEN_INTER_FORC_TXTYTZ	0.03125	0.022	0
Metafor	14.3594	15.418	13.3438
ObjectiveFunction	0	0	0
ValuesManager	0.0625	0.15	0.109375
buildK_TXTYTZ	0.03125	0.02	0
contactDetection	0	0.003	0
prepro	1.39062	4.771	1.89062
saveFacs	0	0.004	0
solveK_TXTYTZ	0	0.002	0
steps	1.35938	1.352	0.828125
