	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.004	0
GEN_INTER_FORC_TXTYTZ	0	0.011	0
Metafor	14.8906	19.086	15.6094
ObjectiveFunction	0	0	0
ValuesManager	0.125	0.168	0.09375
buildK_TXTYTZ	0	0.015	0
contactDetection	0	0.003	0
prepro	1	6.807	2.5625
saveFacs	0	0.004	0
solveK_TXTYTZ	0	0.001	0
steps	1.67188	1.626	1.4375
