	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0.015625	0.005	0
GEN_INTER_FORC_TXTYTZ	0.015625	0.018	0
Metafor	15.8906	16.907	14.2656
ObjectiveFunction	0	0	0
ValuesManager	0.140625	0.148	0.109375
buildK_TXTYTZ	0	0.012	0
contactDetection	0.015625	0.008	0
prepro	1.51562	4.882	1.98438
saveFacs	0.03125	0.006	0.015625
solveK_TXTYTZ	0	0.002	0
steps	1.59375	1.525	1.15625
