	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0.015625	0.006	0
GEN_INTER_FORC_TXTYTZ	0	0.014	0
Metafor	17.4219	17.465	14.7656
ObjectiveFunction	0	0	0
ValuesManager	0.125	0.155	0.09375
buildK_TXTYTZ	0	0.013	0
contactDetection	0	0.006	0
prepro	1.5625	3.852	1.89062
saveFacs	0	0.005	0
solveK_TXTYTZ	0	0.001	0
steps	1.75	1.734	1.07812
