	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0.015625	0.005	0.015625
GEN_INTER_FORC_TXTYTZ	0.015625	0.017	0.03125
Metafor	13.5938	11.774	11.3281
ObjectiveFunction	0	0	0
ValuesManager	0.140625	0.127	0.09375
buildK_TXTYTZ	0	0.006	0.015625
contactDetection	0	0.001	0
prepro	1.46875	3.833	1.54688
saveFacs	0	0.003	0.03125
solveK_TXTYTZ	0	0	0
steps	1.20312	0.535	0.765625
