	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.002	0
GEN_INTER_FORC_TXTYTZ	0	0.019	0.015625
Metafor	12.9062	13.028	13.125
ObjectiveFunction	0	0	0
ValuesManager	0.046875	0.284	0.171875
buildK_TXTYTZ	0.015625	0.017	0
contactDetection	0	0.006	0
prepro	2.07812	5.34	2.79688
saveFacs	0	0.005	0
solveK_TXTYTZ	0	0.001	0
steps	0.796875	0.474	0.65625
