	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.005	0
GEN_INTER_FORC_TXTYTZ	0.03125	0.015	0.015625
Metafor	13.8594	12.96	11.6875
ObjectiveFunction	0	0	0
ValuesManager	0.078125	0.133	0.078125
buildK_TXTYTZ	0.015625	0.033	0.015625
contactDetection	0	0.011	0
prepro	1.57812	3.613	1.46875
saveFacs	0	0.003	0
solveK_TXTYTZ	0	0.003	0
steps	0.734375	0.665	0.828125
