	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.007	0
GEN_INTER_FORC_TXTYTZ	0.046875	0.006	0.046875
Metafor	13.4688	14.097	11.2188
ObjectiveFunction	0	0	0
ValuesManager	0.09375	0.125	0.078125
buildK_TXTYTZ	0	0.008	0
contactDetection	0	0	0.015625
prepro	1.28125	6.113	1.89062
saveFacs	0	0.003	0
solveK_TXTYTZ	0	0.002	0
steps	0.9375	0.559	0.75
