	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0.015625	0.005	0
GEN_INTER_FORC_TXTYTZ	0.015625	0.009	0
Metafor	13.0156	13.776	13.3438
ObjectiveFunction	0	0	0
ValuesManager	0.09375	0.335	0.125
buildK_TXTYTZ	0.015625	0.014	0.015625
contactDetection	0	0.005	0
prepro	2.125	5.981	2.78125
saveFacs	0	0.005	0
solveK_TXTYTZ	0	0	0
steps	0.90625	0.485	0.875
