	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.006	0
GEN_INTER_FORC_TXTYTZ	0	0.018	0
Metafor	13.4219	18.398	13.4844
ObjectiveFunction	0	0	0
ValuesManager	0.15625	0.34	0.15625
buildK_TXTYTZ	0	0.018	0
contactDetection	0	0.007	0.015625
prepro	1.8125	10.386	3.1875
saveFacs	0	0.005	0
solveK_TXTYTZ	0	0.001	0
steps	0.625	0.511	0.75
