	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.001	0
GEN_INTER_FORC_TXTYTZ	0	0.017	0
Metafor	15.5938	15.558	13.2031
ObjectiveFunction	0	0	0
ValuesManager	0.234375	0.28	0.1875
buildK_TXTYTZ	0.046875	0.018	0
contactDetection	0	0.008	0
prepro	1.85938	4.243	1.5625
saveFacs	0	0.004	0
solveK_TXTYTZ	0	0.002	0
steps	1.53125	1.602	1.42188
