	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.003	0
GEN_INTER_FORC_TXTYTZ	0.015625	0.019	0
Metafor	14.2656	15.381	14.7812
ObjectiveFunction	0	0	0
ValuesManager	0.140625	0.146	0.078125
buildK_TXTYTZ	0.03125	0.018	0
contactDetection	0	0.003	0
prepro	1.45312	4.376	2.07812
saveFacs	0	0.004	0
solveK_TXTYTZ	0	0.001	0
steps	1.625	1.594	1.67188
