	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.002	0
GEN_INTER_FORC_TXTYTZ	0.015625	0.018	0.015625
Metafor	12.625	12.929	13.7031
ObjectiveFunction	0	0	0
ValuesManager	0.09375	0.273	0.140625
buildK_TXTYTZ	0	0.013	0
contactDetection	0	0.003	0.015625
prepro	1.82812	5.098	2.9375
saveFacs	0	0.003	0
solveK_TXTYTZ	0	0.001	0
steps	0.609375	0.573	0.609375
