	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.002	0
GEN_INTER_FORC_TXTYTZ	0	0.004	0.015625
Metafor	7.76562	8.551	7.01562
ObjectiveFunction	0	0	0
ValuesManager	0.125	0.102	0.0625
buildK_TXTYTZ	0	0.007	0.015625
contactDetection	0	0.002	0
prepro	1.53125	4.165	1.6875
saveFacs	0	0.003	0
solveK_TXTYTZ	0	0	0
steps	0.765625	0.353	0.5
