	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.002	0
GEN_INTER_FORC_TXTYTZ	0.015625	0.034	0
Metafor	15.4375	15.589	13.0312
ObjectiveFunction	0	0	0
ValuesManager	0.171875	0.262	0.0625
buildK_TXTYTZ	0.015625	0.019	0.015625
contactDetection	0	0.004	0
prepro	1.4375	4.332	1.92188
saveFacs	0.015625	0.004	0
solveK_TXTYTZ	0	0.001	0
steps	1.89062	1.613	1.34375
