	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0.015625	0.008	0
GEN_INTER_FORC_TXTYTZ	0.015625	0.021	0
Metafor	14.6562	16.045	13.3438
ObjectiveFunction	0	0	0
ValuesManager	0.140625	0.16	0.09375
buildK_TXTYTZ	0.03125	0.018	0
contactDetection	0	0.006	0
prepro	1.40625	5.47	2.0625
saveFacs	0.015625	0.005	0.046875
solveK_TXTYTZ	0	0.002	0
steps	1.57812	1.404	0.9375
