	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.006	0
GEN_INTER_FORC_TXTYTZ	0.015625	0.027	0.015625
Metafor	14.9531	16.13	14.375
ObjectiveFunction	0	0	0
ValuesManager	0.171875	0.145	0.109375
buildK_TXTYTZ	0.03125	0.024	0
contactDetection	0	0.007	0
prepro	1.3125	4.368	2.07812
saveFacs	0	0.005	0
solveK_TXTYTZ	0	0.001	0
steps	1.57812	1.455	1.53125
