	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.009	0
GEN_INTER_FORC_TXTYTZ	0	0.018	0
Metafor	14.2344	14.519	13.6406
ObjectiveFunction	0	0	0
ValuesManager	0.109375	0.117	0.109375
buildK_TXTYTZ	0	0.011	0
contactDetection	0	0.005	0
prepro	1.39062	4.255	2.14062
saveFacs	0	0.003	0
solveK_TXTYTZ	0	0	0
steps	1.79688	1.176	1.03125
