	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.003	0
GEN_INTER_FORC_TXTYTZ	0.015625	0.013	0
Metafor	12.7344	14.333	12.6562
ObjectiveFunction	0	0	0
ValuesManager	0.09375	0.132	0.078125
buildK_TXTYTZ	0	0.013	0
contactDetection	0	0.007	0
prepro	1.95312	7.088	3.01562
saveFacs	0	0.004	0
solveK_TXTYTZ	0	0.001	0
steps	0.734375	0.465	0.78125
