	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0.015625	0.004	0.015625
GEN_INTER_FORC_TXTYTZ	0.015625	0.022	0.046875
Metafor	13.2969	12.688	12.0312
ObjectiveFunction	0	0	0
ValuesManager	0.140625	0.137	0.09375
buildK_TXTYTZ	0.015625	0.02	0
contactDetection	0	0.002	0
prepro	1.40625	4.449	1.79688
saveFacs	0	0.004	0
solveK_TXTYTZ	0	0.001	0
steps	0.859375	0.536	0.796875
