	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.007	0
GEN_INTER_FORC_TXTYTZ	0	0.025	0.046875
Metafor	13.3906	12.295	11.7812
ObjectiveFunction	0	0	0
ValuesManager	0.09375	0.144	0.09375
buildK_TXTYTZ	0.03125	0.009	0
contactDetection	0	0.003	0.015625
prepro	1.28125	4.151	1.75
saveFacs	0	0.004	0
solveK_TXTYTZ	0	0.004	0
steps	0.875	0.532	0.734375
