	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.004	0.015625
GEN_INTER_FORC_TXTYTZ	0.015625	0.019	0
Metafor	14.5469	17.357	13.7031
ObjectiveFunction	0	0	0
ValuesManager	0.09375	0.134	0.0625
buildK_TXTYTZ	0	0.017	0
contactDetection	0	0.003	0
prepro	2.21875	5.901	2.625
saveFacs	0	0.004	0
solveK_TXTYTZ	0	0.002	0
steps	0.65625	0.646	0.65625
