	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.003	0
GEN_INTER_FORC_TXTYTZ	0	0.013	0
Metafor	15.75	16.687	14.3594
ObjectiveFunction	0	0	0
ValuesManager	0.171875	0.249	0.15625
buildK_TXTYTZ	0.015625	0.018	0
contactDetection	0	0.003	0.015625
prepro	1.53125	5.044	2.125
saveFacs	0	0.004	0
solveK_TXTYTZ	0	0.002	0
steps	1.67188	1.465	1.21875
