	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0.015625	0.003	0
GEN_INTER_FORC_TXTYTZ	0	0.009	0
Metafor	7.64062	9.571	7.20312
ObjectiveFunction	0	0	0
ValuesManager	0.09375	0.093	0.046875
buildK_TXTYTZ	0	0.012	0
contactDetection	0	0.003	0
prepro	1.67188	4.98	1.85938
saveFacs	0	0.003	0.015625
solveK_TXTYTZ	0	0.002	0
steps	0.296875	0.318	0.390625
