	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.007	0
GEN_INTER_FORC_TXTYTZ	0	0.018	0.015625
Metafor	12.6406	14.018	12.7031
ObjectiveFunction	0	0	0
ValuesManager	0.109375	0.146	0.078125
buildK_TXTYTZ	0	0.005	0
contactDetection	0	0	0
prepro	2.04688	6.889	2.75
saveFacs	0.015625	0.004	0.03125
solveK_TXTYTZ	0	0.002	0
steps	0.453125	0.46	0.421875
