	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0.015625	0.002	0
GEN_INTER_FORC_TXTYTZ	0	0.013	0.015625
Metafor	13.2656	13.035	11.5938
ObjectiveFunction	0	0	0
ValuesManager	0.0625	0.13	0.046875
buildK_TXTYTZ	0	0.005	0
contactDetection	0	0.008	0
prepro	1.29688	4.705	1.89062
saveFacs	0	0.003	0
solveK_TXTYTZ	0	0.001	0
steps	0.859375	0.63	0.75
