	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.004	0.015625
GEN_INTER_FORC_TXTYTZ	0.03125	0.009	0.03125
Metafor	12.9688	14.874	12.0156
ObjectiveFunction	0	0	0
ValuesManager	0.109375	0.113	0.125
buildK_TXTYTZ	0.015625	0.01	0
contactDetection	0	0.004	0
prepro	1.32812	6.944	1.98438
saveFacs	0	0.004	0
solveK_TXTYTZ	0	0.001	0
steps	0.984375	0.562	0.640625
