	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.002	0
GEN_INTER_FORC_TXTYTZ	0	0.016	0.015625
Metafor	12.75	13.735	12.5625
ObjectiveFunction	0	0	0
ValuesManager	0.03125	0.141	0.03125
buildK_TXTYTZ	0	0.01	0
contactDetection	0	0.002	0
prepro	1.65625	6.001	1.73438
saveFacs	0	0.004	0
solveK_TXTYTZ	0.015625	0	0
steps	0.6875	0.47	0.8125
