	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.004	0.03125
GEN_INTER_FORC_TXTYTZ	0.03125	0.016	0.03125
Metafor	12.3594	14.437	12.4062
ObjectiveFunction	0	0	0
ValuesManager	0.078125	0.122	0.046875
buildK_TXTYTZ	0	0.013	0
contactDetection	0	0.003	0.03125
prepro	1.67188	6.712	1.79688
saveFacs	0	0.004	0
solveK_TXTYTZ	0	0.001	0
steps	0.578125	0.517	0.65625
