	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.005	0
GEN_INTER_FORC_TXTYTZ	0.015625	0.015	0
Metafor	13.3438	12.451	12.1094
ObjectiveFunction	0	0	0
ValuesManager	0.109375	0.112	0.046875
buildK_TXTYTZ	0.015625	0.007	0
contactDetection	0.015625	0.003	0.015625
prepro	1.28125	4.366	1.95312
saveFacs	0	0.003	0
solveK_TXTYTZ	0	0.002	0
steps	0.984375	0.544	0.703125
