	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.007	0.015625
GEN_INTER_FORC_TXTYTZ	0.015625	0.017	0.03125
Metafor	14.7031	15.37	12.4688
ObjectiveFunction	0	0	0
ValuesManager	0.109375	0.14	0.0625
buildK_TXTYTZ	0	0.012	0
contactDetection	0	0.003	0
prepro	1.54688	4.736	1.78125
saveFacs	0	0.003	0
solveK_TXTYTZ	0	0	0
steps	1.40625	1.387	1.0625
