	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.008	0.015625
GEN_INTER_FORC_TXTYTZ	0.015625	0.014	0.015625
Metafor	13.7031	13.328	12.4219
ObjectiveFunction	0	0	0
ValuesManager	0.0625	0.116	0.078125
buildK_TXTYTZ	0.078125	0.015	0
contactDetection	0.015625	0.007	0
prepro	1.54688	4.563	2
saveFacs	0	0.004	0
solveK_TXTYTZ	0	0	0
steps	0.953125	0.679	0.78125
