	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0	0
GEN_INTER_FORC_TXTYTZ	0	0.008	0
Metafor	7.4375	8.994	7.60938
ObjectiveFunction	0	0	0
ValuesManager	0.046875	0.096	0.09375
buildK_TXTYTZ	0.015625	0.014	0
contactDetection	0	0.002	0
prepro	1.39062	4.485	1.95312
saveFacs	0	0.003	0
solveK_TXTYTZ	0	0.001	0
steps	0.65625	0.33	0.453125
