	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0.015625	0.003	0
GEN_INTER_FORC_TXTYTZ	0	0.022	0
Metafor	18.5	18.938	13.7812
ObjectiveFunction	0	0	0
ValuesManager	0.1875	0.298	0.125
buildK_TXTYTZ	0	0.016	0
contactDetection	0	0	0
prepro	1.53125	4.736	1.9375
saveFacs	0.015625	0.004	0
solveK_TXTYTZ	0	0.002	0
steps	1.53125	1.696	1.07812
