	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.003	0
GEN_INTER_FORC_TXTYTZ	0	0.014	0.015625
Metafor	12.2656	16.894	13.5
ObjectiveFunction	0	0	0
ValuesManager	0.078125	0.297	0.125
buildK_TXTYTZ	0	0.01	0
contactDetection	0	0.004	0
prepro	1.9375	9.198	2.85938
saveFacs	0.015625	0.004	0.078125
solveK_TXTYTZ	0	0.001	0
steps	0.625	0.485	0.78125
