	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.003	0
GEN_INTER_FORC_TXTYTZ	0	0.004	0
Metafor	7.125	9.222	7.32812
ObjectiveFunction	0	0	0
ValuesManager	0.046875	0.099	0.0625
buildK_TXTYTZ	0.03125	0.008	0
contactDetection	0	0.003	0
prepro	1.45312	4.867	1.96875
saveFacs	0	0.003	0
solveK_TXTYTZ	0	0.001	0
steps	0.515625	0.333	0.34375
