	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.007	0
GEN_INTER_FORC_TXTYTZ	0.03125	0.036	0
Metafor	16.4062	17.237	14.2344
ObjectiveFunction	0	0	0
ValuesManager	0.078125	0.129	0.109375
buildK_TXTYTZ	0.03125	0.042	0.046875
contactDetection	0	0.005	0.015625
prepro	1.6875	4.3	1.9375
saveFacs	0.015625	0.005	0.03125
solveK_TXTYTZ	0	0.004	0
steps	1.70312	1.525	1.15625
