	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.009	0
GEN_INTER_FORC_TXTYTZ	0	0.029	0
Metafor	15.3125	17.682	13.1406
ObjectiveFunction	0	0	0
ValuesManager	0.046875	0.128	0.078125
buildK_TXTYTZ	0	0.027	0
contactDetection	0	0.007	0
prepro	1.4375	6.209	1.92188
saveFacs	0.03125	0.004	0.015625
solveK_TXTYTZ	0	0.001	0
steps	1.60938	1.549	1.53125
