	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.004	0
GEN_INTER_FORC_TXTYTZ	0.03125	0.017	0
Metafor	16.7188	15.816	13.9062
ObjectiveFunction	0	0	0
ValuesManager	0.09375	0.122	0.0625
buildK_TXTYTZ	0.015625	0.011	0
contactDetection	0	0.005	0
prepro	1.26562	4.149	1.71875
saveFacs	0	0.004	0
solveK_TXTYTZ	0	0.002	0
steps	1.01562	0.762	0.75
